date,Maturity Date,dirty_price,T,ytm
2026-01-05,2026-09-01,99.49306629834254,0.6547945205479452,0.02317931140696078
2026-01-05,2027-03-01,99.03508287292817,1.1506849315068493,0.02492367064206744
2026-01-05,2027-09-01,101.17718232044199,1.6547945205479453,0.02607406364434171
2026-01-05,2028-03-01,102.9482320441989,2.1534246575342464,0.02664388943516698
2026-01-05,2028-09-01,102.47121546961327,2.6575342465753424,0.027162553159717936
2026-01-05,2029-03-01,105.02226519337016,3.1534246575342464,0.02786567092505402
2026-01-05,2029-09-01,103.4382320441989,3.6575342465753424,0.028504545983675546
2026-01-05,2030-03-01,100.45018232044198,4.153424657534247,0.02878745630588178
2026-01-05,2030-09-01,100.122182320442,4.657534246575342,0.029393579725952766
2026-01-05,2031-03-01,99.77018232044199,5.153424657534247,0.029989123564010126
2026-01-06,2026-09-01,99.49582872928177,0.6520547945205479,0.023234405969277096
2026-01-06,2027-03-01,99.06853591160221,1.1479452054794521,0.02468370711094563
2026-01-06,2027-09-01,101.26477900552486,1.652054794520548,0.025574785042508492
2026-01-06,2028-03-01,103.00790055248619,2.1506849315068495,0.026395408821664332
2026-01-06,2028-09-01,102.55019337016574,2.654794520547945,0.02688442117456958
2026-01-06,2029-03-01,105.10331491712708,3.1506849315068495,0.02762709118684854
2026-01-06,2029-09-01,103.55790055248619,3.654794520547945,0.028185145088091636
2026-01-06,2030-03-01,100.38777900552486,4.1506849315068495,0.028968846619684064
2026-01-06,2030-09-01,100.04977900552485,4.654794520547945,0.02958062633970163
2026-01-06,2031-03-01,99.68777900552486,5.1506849315068495,0.030181513182110566
2026-01-07,2026-09-01,99.518591160221,0.6493150684931507,0.022975629633810262
2026-01-07,2027-03-01,99.10198895027624,1.1452054794520548,0.02444271660915437
2026-01-07,2027-09-01,101.25237569060774,1.6493150684931508,0.02569571865690025
2026-01-07,2028-03-01,103.01756906077348,2.147945205479452,0.026384604259490765
2026-01-07,2028-09-01,102.54917127071823,2.652054794520548,0.02691765083913525
2026-01-07,2029-03-01,105.12436464088397,3.147945205479452,0.027584154847949717
2026-01-07,2029-09-01,103.60756906077349,3.652054794520548,0.028065790314520212
2026-01-07,2030-03-01,100.53537569060774,4.147945205479452,0.02860818975846846
2026-01-07,2030-09-01,100.21737569060774,4.652054794520548,0.02920944993273787
2026-01-07,2031-03-01,99.86037569060774,5.147945205479452,0.02983212446175501
2026-01-08,2026-09-01,99.51635359116021,0.6465753424657534,0.023109240864264156
2026-01-08,2027-03-01,99.11544198895028,1.1424657534246576,0.02438091801462556
2026-01-08,2027-09-01,101.28997237569061,1.6465753424657534,0.02550573677024851
2026-01-08,2028-03-01,103.04723756906077,2.1452054794520548,0.02627838595035755
2026-01-08,2028-09-01,102.58814917127073,2.649315068493151,0.02679490193777853
2026-01-08,2029-03-01,105.16541436464088,3.1452054794520548,0.027475810697194604
2026-01-08,2029-09-01,103.58723756906078,3.649315068493151,0.028146627654182434
2026-01-08,2030-03-01,100.47797237569061,4.145205479452055,0.028776633566807486
2026-01-08,2030-09-01,100.14997237569061,4.64931506849315,0.02938479385802137
2026-01-08,2031-03-01,99.8029723756906,5.145205479452055,0.029971314480239805
2026-01-09,2026-09-01,99.54911602209944,0.6438356164383562,0.022689381765352592
2026-01-09,2027-03-01,99.1188950276243,1.1397260273972603,0.024409174517392652
2026-01-09,2027-09-01,101.28756906077348,1.643835616438356,0.025564579599315605
2026-01-09,2028-03-01,103.04690607734807,2.1424657534246574,0.026315165713417465
2026-01-09,2028-09-01,102.5871270718232,2.6465753424657534,0.02682810344906821
2026-01-09,2029-03-01,105.16646408839779,3.1424657534246574,0.027498087566677824
2026-01-09,2029-09-01,103.56690607734807,3.6465753424657534,0.028227610282368417
2026-01-09,2030-03-01,100.56756906077348,4.142465753424657,0.02856545979292195
2026-01-09,2030-09-01,100.24256906077348,4.646575342465753,0.029187885600399747
2026-01-09,2031-03-01,99.90056906077348,5.142465753424657,0.0297811521187063
2026-01-12,2026-09-01,99.54740331491713,0.6356164383561644,0.023013123361825674
2026-01-12,2027-03-01,99.1292541436464,1.1315068493150684,0.024494780896531707
2026-01-12,2027-09-01,101.3303591160221,1.6356164383561644,0.025428987235808113
2026-01-12,2028-03-01,103.09591160220995,2.1342465753424658,0.026186432174340954
2026-01-12,2028-09-01,102.64406077348066,2.638356164383562,0.026693164500808376
2026-01-12,2029-03-01,105.22961325966851,3.1342465753424658,0.027368497373610325
2026-01-12,2029-09-01,103.63591160220994,3.638356164383562,0.028097998409889982
2026-01-12,2030-03-01,100.53835911602211,4.134246575342465,0.028701746000699236
2026-01-12,2030-09-01,100.2203591160221,4.638356164383562,0.029295317847161162
2026-01-12,2031-03-01,99.8603591160221,5.134246575342465,0.02991840764009474
2026-01-13,2026-09-01,99.56016574585635,0.6328767123287671,0.02290800960416226
2026-01-13,2027-03-01,99.14270718232045,1.1287671232876713,0.024432385609055994
2026-01-13,2027-09-01,101.31795580110497,1.632876712328767,0.025550858642336135
2026-01-13,2028-03-01,103.07558011049724,2.1315068493150684,0.02631926266337584
2026-01-13,2028-09-01,102.62303867403315,2.6356164383561644,0.026804791148254712
2026-01-13,2029-03-01,105.20066298342542,3.1315068493150684,0.027489168937615792
2026-01-13,2029-09-01,103.58558011049725,3.6356164383561644,0.028265390973992423
2026-01-13,2030-03-01,100.52095580110498,4.131506849315069,0.028767176232320862
2026-01-13,2030-09-01,100.20295580110498,4.635616438356164,0.02935455858628314
2026-01-13,2031-03-01,99.85595580110497,5.131506849315069,0.02994509883050461
